word,translation,pos,category,level,frequency,source
crucial,关键的,adjective,writing,6,80,IELTS_Writing
data,数据,noun,writing,5,90,IELTS_Writing
debate,辩论,noun,writing,5,80,IELTS_Writing
decade,十年,noun,writing,5,80,IELTS_Writing
decline,下降,noun,writing,5,80,IELTS_Writing
deduce,推断,verb,writing,7,65,IELTS_Writing
define,定义,verb,writing,5,85,IELTS_Writing
definite,明确的,adjective,writing,5,80,IELTS_Writing
demonstrate,证明,verb,writing,6,80,IELTS_Writing
denote,表示,verb,writing,7,70,IELTS_Writing
deny,否认,verb,writing,5,80,IELTS_Writing
depress,压抑,verb,writing,6,70,IELTS_Writing
derive,推导,verb,writing,6,75,IELTS_Writing
design,设计,noun,writing,5,85,IELTS_Writing
despite,尽管,preposition,writing,5,85,IELTS_Writing
detect,检测,verb,writing,6,75,IELTS_Writing
deviate,偏离,verb,writing,7,65,IELTS_Writing
device,装置,noun,writing,5,80,IELTS_Writing
devise,设计,verb,writing,7,70,IELTS_Writing
differentiate,区分,verb,writing,7,70,IELTS_Writing
diminish,减少,verb,writing,6,75,IELTS_Writing
discrete,离散的,adjective,writing,7,65,IELTS_Writing
discriminate,歧视,verb,writing,6,75,IELTS_Writing
displace,取代,verb,writing,6,75,IELTS_Writing
display,显示,noun,writing,5,80,IELTS_Writing
dispose,处理,verb,writing,6,70,IELTS_Writing
distinct,明显的,adjective,writing,6,75,IELTS_Writing
distort,扭曲,verb,writing,7,70,IELTS_Writing
distribute,分配,verb,writing,6,75,IELTS_Writing
diverse,多样的,adjective,writing,6,75,IELTS_Writing
document,文件,noun,writing,5,80,IELTS_Writing
domain,领域,noun,writing,6,70,IELTS_Writing
domestic,国内的,adjective,writing,6,75,IELTS_Writing
draft,草稿,noun,writing,5,75,IELTS_Writing
drama,戏剧,noun,writing,5,70,IELTS_Writing
duration,持续,noun,writing,6,70,IELTS_Writing
dynamic,动态的,adjective,writing,6,75,IELTS_Writing
economy,经济,noun,writing,5,85,IELTS_Writing
edit,编辑,verb,writing,5,75,IELTS_Writing
element,元素,noun,writing,5,80,IELTS_Writing
eliminate,消除,verb,writing,6,75,IELTS_Writing
emerge,出现,verb,writing,5,80,IELTS_Writing
emphasis,强调,noun,writing,6,80,IELTS_Writing
empirical,实证的,adjective,writing,7,70,IELTS_Writing
enable,使能,verb,writing,5,80,IELTS_Writing
encounter,遇到,verb,writing,6,75,IELTS_Writing
energy,能量,noun,writing,4,85,IELTS_Writing
enforce,执行,verb,writing,6,75,IELTS_Writing
enhance,增强,verb,writing,6,80,IELTS_Writing
enormous,巨大的,adjective,writing,5,75,IELTS_Writing
ensure,确保,verb,writing,5,85,IELTS_Writing
entity,实体,noun,writing,6,70,IELTS_Writing
environment,环境,noun,writing,5,90,IELTS_Writing
equate,等同,verb,writing,6,70,IELTS_Writing
equip,装备,verb,writing,5,75,IELTS_Writing
equivalent,等价的,adjective,writing,6,75,IELTS_Writing
erode,侵蚀,verb,writing,6,70,IELTS_Writing
error,错误,noun,writing,5,80,IELTS_Writing
establish,建立,verb,writing,5,85,IELTS_Writing
estate,地产,noun,writing,6,70,IELTS_Writing
estimate,估计,noun,writing,5,80,IELTS_Writing
ethic,伦理,noun,writing,6,75,IELTS_Writing
evaluate,评估,verb,writing,6,80,IELTS_Writing
eventual,最终的,adjective,writing,6,75,IELTS_Writing
evolve,进化,verb,writing,6,75,IELTS_Writing
exceed,超过,verb,writing,6,75,IELTS_Writing
exclude,排除,verb,writing,6,75,IELTS_Writing
exhibit,展示,verb,writing,6,75,IELTS_Writing
expand,扩展,verb,writing,5,80,IELTS_Writing
expert,专家,noun,writing,5,85,IELTS_Writing
explicit,明确的,adjective,writing,6,75,IELTS_Writing
exploit,利用,verb,writing,6,75,IELTS_Writing
export,出口,noun,writing,5,80,IELTS_Writing
expose,暴露,verb,writing,6,75,IELTS_Writing
extract,提取,verb,writing,6,75,IELTS_Writing
facilitate,促进,verb,writing,6,75,IELTS_Writing
factor,因素,noun,writing,5,85,IELTS_Writing
feature,特征,noun,writing,5,85,IELTS_Writing
federal,联邦的,adjective,writing,6,75,IELTS_Writing
fee,费用,noun,writing,5,75,IELTS_Writing
file,文件,noun,writing,4,85,IELTS_Writing
final,最终的,adjective,writing,4,85,IELTS_Writing
finance,金融,noun,writing,6,80,IELTS_Writing
finite,有限的,adjective,writing,7,70,IELTS_Writing
flexible,灵活的,adjective,writing,6,75,IELTS_Writing
fluctuate,波动,verb,writing,6,70,IELTS_Writing
focus,焦点,noun,writing,5,85,IELTS_Writing
format,格式,noun,writing,5,80,IELTS_Writing
formula,公式,noun,writing,6,75,IELTS_Writing
forthcoming,即将到来的,adjective,writing,7,65,IELTS_Writing
found,建立,verb,writing,6,75,IELTS_Writing
framework,框架,noun,writing,6,75,IELTS_Writing
function,功能,noun,writing,5,85,IELTS_Writing
fund,资金,noun,writing,5,80,IELTS_Writing
fundamental,基本的,adjective,writing,6,75,IELTS_Writing
furthermore,此外,adverb,writing,6,75,IELTS_Writing
generate,产生,verb,writing,6,80,IELTS_Writing
globe,地球,noun,writing,5,75,IELTS_Writing
goal,目标,noun,writing,4,85,IELTS_Writing
grant,授予,noun,writing,5,75,IELTS_Writing
guarantee,保证,noun,writing,6,75,IELTS_Writing
guideline,指南,noun,writing,6,75,IELTS_Writing
hence,因此,adverb,writing,6,70,IELTS_Writing
hierarchy,等级制度,noun,writing,7,65,IELTS_Writing
highlight,强调,verb,writing,6,75,IELTS_Writing
identical,相同的,adjective,writing,6,75,IELTS_Writing
identify,识别,verb,writing,5,85,IELTS_Writing
ideology,意识形态,noun,writing,7,70,IELTS_Writing
ignore,忽视,verb,writing,5,80,IELTS_Writing
illustrate,说明,verb,writing,6,75,IELTS_Writing
image,图像,noun,writing,5,85,IELTS_Writing
immigrate,移民,verb,writing,6,75,IELTS_Writing
impact,影响,noun,writing,5,85,IELTS_Writing
implement,实施,verb,writing,6,75,IELTS_Writing
implicate,牵连,verb,writing,7,65,IELTS_Writing
imply,暗示,verb,writing,6,80,IELTS_Writing
impose,强加,verb,writing,6,75,IELTS_Writing
incentive,激励,noun,writing,6,75,IELTS_Writing
incidence,发生率,noun,writing,6,70,IELTS_Writing
incline,倾斜,verb,writing,6,70,IELTS_Writing
income,收入,noun,writing,5,85,IELTS_Writing
incorporate,合并,verb,writing,6,75,IELTS_Writing
index,指数,noun,writing,6,75,IELTS_Writing
indicate,表明,verb,writing,5,85,IELTS_Writing
individual,个人的,adjective,writing,5,85,IELTS_Writing
induce,诱导,verb,writing,7,70,IELTS_Writing
inevitable,不可避免的,adjective,writing,6,75,IELTS_Writing
infer,推断,verb,writing,6,75,IELTS_Writing
infrastructure,基础设施,noun,writing,7,75,IELTS_Writing
inherent,固有的,adjective,writing,7,70,IELTS_Writing
inhibit,抑制,verb,writing,7,70,IELTS_Writing
initial,最初的,adjective,writing,5,80,IELTS_Writing
initiate,开始,verb,writing,6,75,IELTS_Writing
injure,伤害,verb,writing,5,75,IELTS_Writing
innovate,创新,verb,writing,6,75,IELTS_Writing
input,输入,noun,writing,5,75,IELTS_Writing
insert,插入,verb,writing,6,75,IELTS_Writing
insight,洞察,noun,writing,6,75,IELTS_Writing
inspect,检查,verb,writing,6,70,IELTS_Writing
instance,例子,noun,writing,5,80,IELTS_Writing
institute,机构,noun,writing,6,75,IELTS_Writing
instruct,指导,verb,writing,6,75,IELTS_Writing
integral,完整的,adjective,writing,7,70,IELTS_Writing
integrate,整合,verb,writing,6,75,IELTS_Writing
integrity,正直,noun,writing,7,70,IELTS_Writing
intense,强烈的,adjective,writing,6,75,IELTS_Writing
interact,互动,verb,writing,6,75,IELTS_Writing
intermediate,中间的,adjective,writing,6,70,IELTS_Writing
internal,内部的,adjective,writing,6,75,IELTS_Writing
interpret,解释,verb,writing,6,80,IELTS_Writing
interval,间隔,noun,writing,6,70,IELTS_Writing
intervene,干预,verb,writing,6,75,IELTS_Writing
intrinsic,内在的,adjective,writing,7,70,IELTS_Writing
invest,投资,verb,writing,6,75,IELTS_Writing
investigate,调查,verb,writing,6,80,IELTS_Writing
involve,涉及,verb,writing,5,85,IELTS_Writing
isolate,隔离,verb,writing,6,75,IELTS_Writing
issue,问题,noun,writing,5,90,IELTS_Writing
item,项目,noun,writing,4,85,IELTS_Writing
job,工作,noun,writing,3,90,IELTS_Writing
journal,期刊,noun,writing,6,75,IELTS_Writing
justify,证明正当,verb,writing,6,75,IELTS_Writing
label,标签,noun,writing,5,75,IELTS_Writing
labour,劳动,noun,writing,6,75,IELTS_Writing
layer,层,noun,writing,5,75,IELTS_Writing
legal,合法的,adjective,writing,5,80,IELTS_Writing
levy,征税,noun,writing,7,65,IELTS_Writing
liberal,自由的,adjective,writing,6,70,IELTS_Writing
likewise,同样,adverb,writing,6,70,IELTS_Writing
link,链接,noun,writing,5,85,IELTS_Writing
locate,定位,verb,writing,5,80,IELTS_Writing
logic,逻辑,noun,writing,5,80,IELTS_Writing
maintain,维持,verb,writing,5,85,IELTS_Writing
manipulate,操纵,verb,writing,6,75,IELTS_Writing
manual,手册,noun,writing,6,70,IELTS_Writing
margin,边缘,noun,writing,6,70,IELTS_Writing
mature,成熟的,adjective,writing,6,75,IELTS_Writing
maximize,最大化,verb,writing,6,75,IELTS_Writing
media,媒体,noun,writing,5,85,IELTS_Writing
mediate,调解,verb,writing,6,70,IELTS_Writing
medical,医学的,adjective,writing,5,80,IELTS_Writing
medium,媒介,noun,writing,6,75,IELTS_Writing
mental,精神的,adjective,writing,6,75,IELTS_Writing
method,方法,noun,writing,5,85,IELTS_Writing
migrate,迁移,verb,writing,6,75,IELTS_Writing
military,军事的,adjective,writing,6,75,IELTS_Writing
minimal,最小的,adjective,writing,6,75,IELTS_Writing
minimize,最小化,verb,writing,6,75,IELTS_Writing
minimum,最小值,noun,writing,6,75,IELTS_Writing
ministry,部,noun,writing,6,70,IELTS_Writing
minor,较小的,adjective,writing,5,75,IELTS_Writing
mode,模式,noun,writing,5,75,IELTS_Writing
modify,修改,verb,writing,6,75,IELTS_Writing
monitor,监控,noun,writing,6,75,IELTS_Writing
motive,动机,noun,writing,6,70,IELTS_Writing
mutual,相互的,adjective,writing,6,75,IELTS_Writing
negate,否定,verb,writing,6,70,IELTS_Writing
neutral,中立的,adjective,writing,6,75,IELTS_Writing
nevertheless,然而,adverb,writing,6,75,IELTS_Writing
nonetheless,尽管如此,adverb,writing,6,75,IELTS_Writing
norm,规范,noun,writing,6,70,IELTS_Writing
normal,正常的,adjective,writing,4,85,IELTS_Writing
notion,概念,noun,writing,6,75,IELTS_Writing
notwithstanding,尽管,preposition,writing,7,65,IELTS_Writing
nuclear,核的,adjective,writing,6,75,IELTS_Writing
objective,客观的,adjective,writing,6,80,IELTS_Writing
obtain,获得,verb,writing,5,80,IELTS_Writing
obvious,明显的,adjective,writing,5,80,IELTS_Writing
occasion,场合,noun,writing,5,75,IELTS_Writing
occupy,占据,verb,writing,5,80,IELTS_Writing
occur,发生,verb,writing,5,85,IELTS_Writing
odd,奇怪的,adjective,writing,5,70,IELTS_Writing
offset,抵消,verb,writing,6,70,IELTS_Writing
ongoing,持续的,adjective,writing,6,75,IELTS_Writing
option,选项,noun,writing,5,80,IELTS_Writing
orient,定向,verb,writing,6,70,IELTS_Writing
outcome,结果,noun,writing,6,80,IELTS_Writing
output,输出,noun,writing,6,75,IELTS_Writing
overall,总的,adjective,writing,5,80,IELTS_Writing
overlap,重叠,noun,writing,6,70,IELTS_Writing
overseas,海外的,adjective,writing,6,75,IELTS_Writing
panel,小组,noun,writing,6,75,IELTS_Writing
paradigm,范式,noun,writing,7,70,IELTS_Writing
paragraph,段落,noun,writing,5,85,IELTS_Writing
parallel,平行的,adjective,writing,6,75,IELTS_Writing
parameter,参数,noun,writing,7,70,IELTS_Writing
participate,参与,verb,writing,6,75,IELTS_Writing
partner,伙伴,noun,writing,5,80,IELTS_Writing
passive,被动的,adjective,writing,6,75,IELTS_Writing
perceive,感知,verb,writing,6,75,IELTS_Writing
percent,百分比,noun,writing,4,85,IELTS_Writing
period,时期,noun,writing,4,85,IELTS_Writing
permanent,永久的,adjective,writing,6,75,IELTS_Writing
persist,坚持,verb,writing,6,75,IELTS_Writing
perspective,视角,noun,writing,6,75,IELTS_Writing
phase,阶段,noun,writing,5,75,IELTS_Writing
phenomenon,现象,noun,writing,7,75,IELTS_Writing
philosophy,哲学,noun,writing,6,75,IELTS_Writing
physical,物理的,adjective,writing,5,85,IELTS_Writing
plus,加,preposition,writing,4,80,IELTS_Writing
policy,政策,noun,writing,5,85,IELTS_Writing
portion,部分,noun,writing,6,75,IELTS_Writing
pose,姿势,noun,writing,5,75,IELTS_Writing
positive,积极的,adjective,writing,5,85,IELTS_Writing
potential,潜在的,adjective,writing,6,80,IELTS_Writing
practitioner,从业者,noun,writing,7,70,IELTS_Writing
precede,先于,verb,writing,6,70,IELTS_Writing
precise,精确的,adjective,writing,6,75,IELTS_Writing
predict,预测,verb,writing,5,80,IELTS_Writing
predominant,主导的,adjective,writing,7,70,IELTS_Writing
preliminary,初步的,adjective,writing,7,70,IELTS_Writing
presume,假定,verb,writing,6,70,IELTS_Writing
previous,以前的,adjective,writing,5,80,IELTS_Writing
primary,主要的,adjective,writing,5,80,IELTS_Writing
prime,主要的,adjective,writing,6,75,IELTS_Writing
principal,主要的,adjective,writing,6,75,IELTS_Writing
principle,原则,noun,writing,5,85,IELTS_Writing
prior,在先的,adjective,writing,6,75,IELTS_Writing
priority,优先,noun,writing,6,75,IELTS_Writing
proceed,继续进行,verb,writing,5,80,IELTS_Writing
process,过程,noun,writing,5,85,IELTS_Writing
professional,专业的,adjective,writing,5,85,IELTS_Writing
prohibit,禁止,verb,writing,6,75,IELTS_Writing
promote,促进,verb,writing,6,80,IELTS_Writing
proportion,比例,noun,writing,6,75,IELTS_Writing
prospect,前景,noun,writing,6,75,IELTS_Writing
protocol,协议,noun,writing,7,70,IELTS_Writing
psychology,心理学,noun,writing,6,75,IELTS_Writing
publication,出版物,noun,writing,6,75,IELTS_Writing
publish,出版,verb,writing,5,80,IELTS_Writing
purchase,购买,noun,writing,5,80,IELTS_Writing
pursue,追求,verb,writing,6,75,IELTS_Writing
qualitative,定性的,adjective,writing,7,70,IELTS_Writing
quote,引用,noun,writing,5,75,IELTS_Writing
radical,激进的,adjective,writing,6,75,IELTS_Writing
random,随机的,adjective,writing,6,75,IELTS_Writing
range,范围,noun,writing,5,85,IELTS_Writing
ratio,比例,noun,writing,6,75,IELTS_Writing
rational,理性的,adjective,writing,6,75,IELTS_Writing
react,反应,verb,writing,5,80,IELTS_Writing
recover,恢复,verb,writing,5,75,IELTS_Writing
refine,提炼,verb,writing,6,75,IELTS_Writing
regime,政权,noun,writing,6,75,IELTS_Writing
region,地区,noun,writing,5,80,IELTS_Writing
register,注册,verb,writing,5,80,IELTS_Writing
regulate,调节,verb,writing,6,75,IELTS_Writing
reinforce,加强,verb,writing,6,75,IELTS_Writing
reject,拒绝,verb,writing,5,80,IELTS_Writing
relate,关联,verb,writing,5,85,IELTS_Writing
relative,相对的,adjective,writing,5,80,IELTS_Writing
relevant,相关的,adjective,writing,6,80,IELTS_Writing
reluctance,勉强,noun,writing,6,70,IELTS_Writing
rely,依赖,verb,writing,5,80,IELTS_Writing
remove,移除,verb,writing,5,80,IELTS_Writing
require,需要,verb,writing,5,85,IELTS_Writing
reside,居住,verb,writing,6,70,IELTS_Writing
resolve,解决,verb,writing,5,80,IELTS_Writing
resource,资源,noun,writing,5,85,IELTS_Writing
respond,回应,verb,writing,5,80,IELTS_Writing
responsible,负责的,adjective,writing,5,80,IELTS_Writing
restrict,限制,verb,writing,6,75,IELTS_Writing
retain,保留,verb,writing,6,75,IELTS_Writing
reveal,揭示,verb,writing,6,80,IELTS_Writing
revenue,收入,noun,writing,6,75,IELTS_Writing
reverse,反向,verb,writing,6,75,IELTS_Writing
revise,修订,verb,writing,6,75,IELTS_Writing
revolution,革命,noun,writing,5,80,IELTS_Writing
rigid,严格的,adjective,writing,6,75,IELTS_Writing
role,角色,noun,writing,5,85,IELTS_Writing
route,路线,noun,writing,5,75,IELTS_Writing
scenario,情景,noun,writing,6,75,IELTS_Writing
scheme,计划,noun,writing,6,75,IELTS_Writing
scope,范围,noun,writing,6,75,IELTS_Writing
section,部分,noun,writing,5,85,IELTS_Writing
sector,部门,noun,writing,6,75,IELTS_Writing
secure,安全的,adjective,writing,5,80,IELTS_Writing
seek,寻找,verb,writing,5,80,IELTS_Writing
select,选择,verb,writing,5,80,IELTS_Writing
sequence,序列,noun,writing,6,75,IELTS_Writing
series,系列,noun,writing,5,80,IELTS_Writing
sex,性别,noun,writing,5,80,IELTS_Writing
shift,转变,noun,writing,5,80,IELTS_Writing
significant,重要的,adjective,writing,5,85,IELTS_Writing
similar,相似的,adjective,writing,5,85,IELTS_Writing
simulate,模拟,verb,writing,6,75,IELTS_Writing
site,地点,noun,writing,5,80,IELTS_Writing
so-called,所谓的,adjective,writing,6,70,IELTS_Writing
sole,唯一的,adjective,writing,6,70,IELTS_Writing
somewhat,有点,adverb,writing,5,75,IELTS_Writing
source,来源,noun,writing,5,85,IELTS_Writing
specific,具体的,adjective,writing,5,85,IELTS_Writing
specify,指定,verb,writing,6,75,IELTS_Writing
sphere,球体,noun,writing,6,70,IELTS_Writing
stable,稳定的,adjective,writing,6,75,IELTS_Writing
statistic,统计,noun,writing,6,80,IELTS_Writing
status,地位,noun,writing,5,80,IELTS_Writing
straightforward,直截了当的,adjective,writing,6,70,IELTS_Writing
strategy,策略,noun,writing,6,80,IELTS_Writing
stress,压力,noun,writing,5,80,IELTS_Writing
structure,结构,noun,writing,5,85,IELTS_Writing
style,风格,noun,writing,5,80,IELTS_Writing
submit,提交,verb,writing,6,75,IELTS_Writing
subordinate,下属的,adjective,writing,7,65,IELTS_Writing
subsequent,随后的,adjective,writing,6,75,IELTS_Writing
subsidy,补贴,noun,writing,7,70,IELTS_Writing
substitute,替代,noun,writing,6,75,IELTS_Writing
successor,继任者,noun,writing,6,70,IELTS_Writing
sufficient,足够的,adjective,writing,6,75,IELTS_Writing
sum,总和,noun,writing,5,75,IELTS_Writing
summary,总结,noun,writing,5,80,IELTS_Writing
supplement,补充,noun,writing,6,75,IELTS_Writing
survey,调查,noun,writing,6,80,IELTS_Writing
survive,生存,verb,writing,5,80,IELTS_Writing
symbol,符号,noun,writing,5,75,IELTS_Writing
tape,磁带,noun,writing,5,70,IELTS_Writing
task,任务,noun,writing,4,85,IELTS_Writing
team,团队,noun,writing,4,85,IELTS_Writing
technical,技术的,adjective,writing,5,85,IELTS_Writing
technique,技术,noun,writing,6,80,IELTS_Writing
technology,技术,noun,writing,5,85,IELTS_Writing
temporary,临时的,adjective,writing,6,75,IELTS_Writing
tense,紧张的,adjective,writing,5,75,IELTS_Writing
terminate,终止,verb,writing,6,75,IELTS_Writing
text,文本,noun,writing,5,85,IELTS_Writing
theme,主题,noun,writing,5,75,IELTS_Writing
theory,理论,noun,writing,5,85,IELTS_Writing
thereby,因此,adverb,writing,6,70,IELTS_Writing
topic,主题,noun,writing,4,85,IELTS_Writing
trace,追踪,noun,writing,5,75,IELTS_Writing
transform,转变,verb,writing,6,75,IELTS_Writing
transmit,传输,verb,writing,6,75,IELTS_Writing
trend,趋势,noun,writing,5,80,IELTS_Writing
trigger,触发,verb,writing,6,75,IELTS_Writing
ultimately,最终,adverb,writing,6,75,IELTS_Writing
undergo,经历,verb,writing,6,75,IELTS_Writing
underlie,构成基础,verb,writing,7,70,IELTS_Writing
undertake,承担,verb,writing,6,75,IELTS_Writing
uniform,统一的,adjective,writing,5,75,IELTS_Writing
unify,统一,verb,writing,6,75,IELTS_Writing
unique,独特的,adjective,writing,5,80,IELTS_Writing
utilize,利用,verb,writing,6,75,IELTS_Writing
valid,有效的,adjective,writing,6,75,IELTS_Writing
vary,变化,verb,writing,5,80,IELTS_Writing
version,版本,noun,writing,5,80,IELTS_Writing
via,通过,preposition,writing,5,80,IELTS_Writing
violate,违反,verb,writing,6,75,IELTS_Writing
virtual,虚拟的,adjective,writing,6,80,IELTS_Writing
visible,可见的,adjective,writing,5,75,IELTS_Writing
vision,视觉,noun,writing,5,75,IELTS_Writing
visual,视觉的,adjective,writing,6,75,IELTS_Writing
volume,卷,noun,writing,5,80,IELTS_Writing
voluntary,自愿的,adjective,writing,6,75,IELTS_Writing
whereas,然而,conjunction,writing,6,75,IELTS_Writing
widespread,广泛的,adjective,writing,6,75,IELTS_Writing
wisdom,智慧,noun,writing,6,70,IELTS_Writing
withdraw,撤回,verb,writing,6,75,IELTS_Writing
actually,实际上,adverb,speaking,4,90,IELTS_Speaking
basically,基本上,adverb,speaking,4,85,IELTS_Speaking
certainly,当然,adverb,speaking,4,85,IELTS_Speaking
definitely,肯定,adverb,speaking,4,85,IELTS_Speaking
honestly,诚实地,adverb,speaking,4,80,IELTS_Speaking
literally,字面上,adverb,speaking,5,80,IELTS_Speaking
obviously,显然,adverb,speaking,4,85,IELTS_Speaking
personally,就个人而言,adverb,speaking,4,85,IELTS_Speaking
probably,可能,adverb,speaking,4,85,IELTS_Speaking
simply,简单地,adverb,speaking,4,85,IELTS_Speaking
supposedly,据说,adverb,speaking,5,75,IELTS_Speaking
totally,完全,adverb,speaking,4,85,IELTS_Speaking
essentially,本质上,adverb,speaking,6,75,IELTS_Speaking
fortunately,幸运地,adverb,speaking,5,75,IELTS_Speaking
frankly,坦率地,adverb,speaking,5,75,IELTS_Speaking
generally,一般,adverb,speaking,4,85,IELTS_Speaking
hopefully,希望,adverb,speaking,4,80,IELTS_Speaking
ideally,理想地,adverb,speaking,5,75,IELTS_Speaking
incidentally,顺便,adverb,speaking,6,70,IELTS_Speaking
interestingly,有趣的是,adverb,speaking,5,75,IELTS_Speaking
luckily,幸运地,adverb,speaking,4,75,IELTS_Speaking
mainly,主要,adverb,speaking,4,85,IELTS_Speaking
mostly,主要,adverb,speaking,4,80,IELTS_Speaking
naturally,自然地,adverb,speaking,4,80,IELTS_Speaking
normally,通常,adverb,speaking,4,85,IELTS_Speaking
originally,最初,adverb,speaking,5,80,IELTS_Speaking
particularly,特别,adverb,speaking,5,85,IELTS_Speaking
perhaps,也许,adverb,speaking,4,85,IELTS_Speaking
possibly,可能,adverb,speaking,4,80,IELTS_Speaking
practically,实际上,adverb,speaking,5,75,IELTS_Speaking
presumably,大概,adverb,speaking,6,70,IELTS_Speaking
rarely,很少,adverb,speaking,4,80,IELTS_Speaking
really,真地,adverb,speaking,3,95,IELTS_Speaking
relatively,相对,adverb,speaking,5,80,IELTS_Speaking
seriously,认真地,adverb,speaking,4,80,IELTS_Speaking
slightly,稍微,adverb,speaking,4,80,IELTS_Speaking
somehow,以某种方式,adverb,speaking,4,75,IELTS_Speaking
strongly,强烈,adverb,speaking,4,80,IELTS_Speaking
surprisingly,令人惊讶,adverb,speaking,5,75,IELTS_Speaking
typically,典型地,adverb,speaking,5,80,IELTS_Speaking
unfortunately,不幸,adverb,speaking,4,80,IELTS_Speaking
virtually,几乎,adverb,speaking,5,80,IELTS_Speaking
wonderfully,精彩地,adverb,speaking,4,75,IELTS_Speaking
according to,根据,phrase,academic_phrases,5,90,Academic_Phrases
as a result,因此,phrase,academic_phrases,5,85,Academic_Phrases
as well as,以及,phrase,academic_phrases,4,90,Academic_Phrases
based on,基于,phrase,academic_phrases,5,85,Academic_Phrases
because of,因为,phrase,academic_phrases,4,90,Academic_Phrases
by means of,通过,phrase,academic_phrases,5,75,Academic_Phrases
due to,由于,phrase,academic_phrases,5,85,Academic_Phrases
for example,例如,phrase,academic_phrases,4,90,Academic_Phrases
for instance,例如,phrase,academic_phrases,5,85,Academic_Phrases
in addition,此外,phrase,academic_phrases,5,85,Academic_Phrases
in case of,万一,phrase,academic_phrases,5,75,Academic_Phrases
in contrast,相比之下,phrase,academic_phrases,5,80,Academic_Phrases
in fact,事实上,phrase,academic_phrases,4,85,Academic_Phrases
in general,一般来说,phrase,academic_phrases,5,80,Academic_Phrases
in order to,为了,phrase,academic_phrases,4,90,Academic_Phrases
in other words,换句话说,phrase,academic_phrases,5,80,Academic_Phrases
in particular,特别是,phrase,academic_phrases,5,80,Academic_Phrases
in relation to,关于,phrase,academic_phrases,6,75,Academic_Phrases
in terms of,就...而言,phrase,academic_phrases,5,85,Academic_Phrases
in turn,转而,phrase,academic_phrases,5,75,Academic_Phrases
instead of,代替,phrase,academic_phrases,5,85,Academic_Phrases
moreover,而且,adverb,academic_phrases,5,85,Academic_Phrases
on average,平均,phrase,academic_phrases,5,75,Academic_Phrases
on the other hand,另一方面,phrase,academic_phrases,5,85,Academic_Phrases
on the contrary,相反,phrase,academic_phrases,5,75,Academic_Phrases
prior to,在...之前,phrase,academic_phrases,6,70,Academic_Phrases
such as,例如,phrase,academic_phrases,4,90,Academic_Phrases
that is,即,phrase,academic_phrases,5,80,Academic_Phrases
with regard to,关于,phrase,academic_phrases,5,75,Academic_Phrases
with respect to,关于,phrase,academic_phrases,6,75,Academic_Phrases
